match_id,season,date,team1,team2,venue,toss_winner,toss_decision,team1_score,team2_score,winner,win_by_type,win_margin,player_of_match,city
415,2014,2014-05-16,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,160,157,Mumbai Indians,wickets,1,Suresh Raina,Mumbai
416,2014,2014-02-28,Royal Challengers Bangalore,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,143,144,Punjab Kings,runs,1,Virat Kohli,Bangalore
417,2014,2014-04-28,Royal Challengers Bangalore,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,149,147,Royal Challengers Bangalore,wickets,2,Faf du Plessis,Bangalore
418,2014,2014-04-30,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai",Royal Challengers Bangalore,field,167,167,Royal Challengers Bangalore,runs,0,MS Dhoni,Chennai
419,2014,2014-05-15,Punjab Kings,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,bat,195,143,Punjab Kings,wickets,4,Chris Gayle,Mohali
420,2014,2014-05-22,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bangalore,bat,185,158,Rajasthan Royals,runs,27,Virat Kohli,Jaipur
421,2015,2015-05-13,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,field,167,176,Chennai Super Kings,runs,9,Quinton de Kock,Mumbai
422,2015,2015-03-20,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,field,147,170,Chennai Super Kings,runs,23,Suresh Raina,Mohali
423,2015,2015-03-16,Royal Challengers Bangalore,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,170,172,Sunrisers Hyderabad,wickets,8,Virat Kohli,Bangalore
424,2015,2015-01-22,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,173,212,Sunrisers Hyderabad,wickets,2,David Warner,Kolkata
425,2015,2015-03-27,Punjab Kings,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,bat,156,152,Punjab Kings,wickets,8,KL Rahul,Mohali
426,2015,2015-04-12,Rajasthan Royals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,field,156,151,Rajasthan Royals,runs,5,Hardik Pandya,Jaipur
427,2015,2015-03-15,Mumbai Indians,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Mumbai Indians,field,156,186,Royal Challengers Bangalore,wickets,2,Virat Kohli,Mumbai
428,2015,2015-05-29,Rajasthan Royals,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,193,151,Rajasthan Royals,runs,42,Jos Buttler,Jaipur
429,2015,2015-04-15,Punjab Kings,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,153,172,Sunrisers Hyderabad,runs,19,Chris Gayle,Mohali
430,2015,2015-05-27,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Punjab Kings,bat,158,175,Punjab Kings,runs,17,Chris Gayle,Mumbai
431,2015,2015-01-22,Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,field,171,132,Delhi Capitals,runs,39,David Warner,Delhi
432,2015,2015-01-19,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,195,198,Chennai Super Kings,runs,3,Chris Gayle,Mohali
433,2015,2015-03-12,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,bat,156,155,Punjab Kings,runs,1,Suresh Raina,Mohali
434,2015,2015-03-12,Punjab Kings,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,173,169,Punjab Kings,wickets,8,Sanju Samson,Mohali
435,2015,2015-01-18,Rajasthan Royals,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,field,179,203,Chennai Super Kings,wickets,3,Sanju Samson,Jaipur
436,2015,2015-01-12,Punjab Kings,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,bat,164,147,Punjab Kings,wickets,1,Andre Russell,Mohali
437,2015,2015-01-22,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Rajasthan Royals,field,143,148,Rajasthan Royals,runs,5,Sanju Samson,Hyderabad
438,2015,2015-03-12,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,field,167,198,Delhi Capitals,runs,31,Sanju Samson,Jaipur
439,2015,2015-04-15,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,158,167,Punjab Kings,runs,9,KL Rahul,Jaipur
440,2015,2015-01-23,Royal Challengers Bangalore,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,167,186,Chennai Super Kings,runs,19,Suresh Raina,Bangalore
441,2015,2015-01-22,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,213,152,Kolkata Knight Riders,wickets,6,Andre Russell,Kolkata
442,2015,2015-01-23,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,field,159,183,Delhi Capitals,wickets,1,Sanju Samson,Jaipur
443,2015,2015-05-21,Royal Challengers Bangalore,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,180,199,Chennai Super Kings,runs,19,AB de Villiers,Bangalore
444,2015,2015-02-18,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bangalore,field,178,155,Rajasthan Royals,wickets,8,Virat Kohli,Jaipur
445,2015,2015-01-25,Rajasthan Royals,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,bat,178,185,Chennai Super Kings,wickets,6,Suresh Raina,Jaipur
446,2015,2015-04-13,Delhi Capitals,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,182,173,Delhi Capitals,wickets,5,Shikhar Dhawan,Delhi
447,2015,2015-04-29,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",Chennai Super Kings,field,187,186,Kolkata Knight Riders,wickets,6,Andre Russell,Kolkata
448,2015,2015-03-11,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chennai",Punjab Kings,bat,192,175,Chennai Super Kings,wickets,8,Ruturaj Gaikwad,Chennai
449,2015,2015-05-28,Royal Challengers Bangalore,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",Mumbai Indians,field,164,165,Mumbai Indians,wickets,3,Quinton de Kock,Bangalore
450,2015,2015-01-24,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,189,146,Mumbai Indians,runs,43,MS Dhoni,Mumbai
451,2015,2015-04-30,Mumbai Indians,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Mumbai Indians,field,174,155,Mumbai Indians,wickets,8,Faf du Plessis,Mumbai
452,2015,2015-02-25,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,bat,168,188,Sunrisers Hyderabad,wickets,8,Ruturaj Gaikwad,Chennai
453,2015,2015-01-22,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,171,163,Sunrisers Hyderabad,runs,8,David Warner,Hyderabad
454,2015,2015-02-18,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,143,177,Chennai Super Kings,runs,34,Quinton de Kock,Mumbai
455,2015,2015-02-30,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,179,206,Delhi Capitals,runs,27,Sanju Samson,Jaipur
456,2015,2015-04-22,Royal Challengers Bangalore,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,162,167,Delhi Capitals,wickets,5,Shikhar Dhawan,Bangalore
457,2015,2015-05-13,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Kolkata Knight Riders,bat,172,194,Kolkata Knight Riders,wickets,5,Shreyas Iyer,Hyderabad
458,2015,2015-01-25,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Delhi Capitals,field,166,168,Delhi Capitals,wickets,5,Quinton de Kock,Mumbai
459,2015,2015-03-16,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai",Royal Challengers Bangalore,field,178,166,Chennai Super Kings,wickets,5,AB de Villiers,Chennai
460,2015,2015-01-30,Royal Challengers Bangalore,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,159,166,Delhi Capitals,wickets,6,AB de Villiers,Bangalore
461,2015,2015-05-28,Punjab Kings,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,field,187,142,Punjab Kings,wickets,7,Virat Kohli,Mohali
462,2015,2015-03-15,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,170,148,Kolkata Knight Riders,wickets,6,Gautam Gambhir,Kolkata
463,2015,2015-05-15,Royal Challengers Bangalore,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,189,132,Royal Challengers Bangalore,runs,57,KL Rahul,Bangalore
464,2015,2015-03-23,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,bat,157,170,Punjab Kings,wickets,4,Chris Gayle,Hyderabad
465,2015,2015-04-11,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Royal Challengers Bangalore,field,196,161,Sunrisers Hyderabad,wickets,8,Virat Kohli,Hyderabad
466,2015,2015-04-26,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,158,200,Kolkata Knight Riders,runs,42,Ruturaj Gaikwad,Chennai
467,2015,2015-03-23,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat,141,119,Delhi Capitals,runs,22,Rishabh Pant,Delhi
468,2015,2015-04-20,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,field,175,152,Punjab Kings,runs,23,MS Dhoni,Mohali
469,2015,2015-02-28,Royal Challengers Bangalore,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,149,177,Punjab Kings,wickets,5,AB de Villiers,Bangalore
470,2015,2015-04-25,Royal Challengers Bangalore,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,172,151,Royal Challengers Bangalore,wickets,7,Faf du Plessis,Bangalore
471,2015,2015-03-10,Rajasthan Royals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,144,180,Mumbai Indians,runs,36,Quinton de Kock,Jaipur
472,2015,2015-02-17,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,bat,179,161,Sunrisers Hyderabad,runs,18,Sanju Samson,Hyderabad
473,2015,2015-02-12,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,bat,201,141,Sunrisers Hyderabad,wickets,9,David Warner,Hyderabad
474,2015,2015-02-20,Mumbai Indians,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,field,140,149,Royal Challengers Bangalore,wickets,7,Ishan Kishan,Mumbai
475,2015,2015-02-14,Punjab Kings,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,bat,167,167,Royal Challengers Bangalore,wickets,1,AB de Villiers,Mohali
476,2015,2015-03-30,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,163,170,Sunrisers Hyderabad,runs,7,David Warner,Kolkata
477,2015,2015-01-13,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,field,145,191,Kolkata Knight Riders,runs,46,Quinton de Kock,Mumbai
478,2015,2015-05-18,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,field,166,185,Punjab Kings,wickets,7,Rohit Sharma,Mumbai
479,2015,2015-04-13,Punjab Kings,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,bat,174,172,Punjab Kings,runs,2,KL Rahul,Mohali
480,2015,2015-03-13,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,178,171,Delhi Capitals,runs,7,Shikhar Dhawan,Delhi
481,2016,2016-05-16,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,179,189,Kolkata Knight Riders,runs,10,Andre Russell,Chennai
482,2016,2016-05-25,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Punjab Kings,field,171,177,Punjab Kings,runs,6,David Warner,Hyderabad
483,2016,2016-01-12,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,field,166,191,Sunrisers Hyderabad,runs,25,David Warner,Kolkata
484,2016,2016-01-13,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",Rajasthan Royals,bat,155,199,Rajasthan Royals,runs,44,Ruturaj Gaikwad,Chennai
485,2016,2016-01-13,Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,167,134,Delhi Capitals,wickets,5,Shikhar Dhawan,Delhi
486,2016,2016-01-13,Royal Challengers Bangalore,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,170,149,Royal Challengers Bangalore,wickets,6,Jos Buttler,Bangalore
487,2016,2016-03-24,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,field,183,149,Mumbai Indians,runs,34,Hardik Pandya,Mumbai
488,2016,2016-04-22,Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,159,125,Delhi Capitals,wickets,3,David Warner,Delhi
489,2016,2016-01-14,Punjab Kings,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,field,159,114,Punjab Kings,wickets,7,AB de Villiers,Mohali
490,2016,2016-04-15,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,139,178,Rajasthan Royals,wickets,8,Ishan Kishan,Mumbai
491,2016,2016-04-25,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,field,182,171,Rajasthan Royals,runs,11,Chris Gayle,Jaipur
492,2016,2016-03-10,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Kolkata Knight Riders,bat,150,162,Kolkata Knight Riders,runs,12,Andre Russell,Chennai
493,2016,2016-02-25,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,field,167,139,Kolkata Knight Riders,runs,28,Shreyas Iyer,Kolkata
494,2016,2016-02-26,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Punjab Kings,bat,195,180,Sunrisers Hyderabad,runs,15,David Warner,Hyderabad
495,2016,2016-03-17,Punjab Kings,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,bat,164,163,Punjab Kings,runs,1,Sanju Samson,Mohali
496,2016,2016-04-17,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,171,122,Sunrisers Hyderabad,runs,49,Faf du Plessis,Hyderabad
497,2016,2016-04-20,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Kolkata Knight Riders,field,163,149,Chennai Super Kings,wickets,2,Gautam Gambhir,Chennai
498,2016,2016-05-27,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,bat,149,157,Kolkata Knight Riders,wickets,7,MS Dhoni,Chennai
499,2016,2016-02-30,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Mumbai Indians,field,200,175,Mumbai Indians,wickets,9,Ishan Kishan,Mumbai
500,2016,2016-03-27,Punjab Kings,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,bat,157,174,Royal Challengers Bangalore,runs,17,Chris Gayle,Mohali
501,2016,2016-02-10,Punjab Kings,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,field,193,181,Punjab Kings,wickets,2,David Warner,Mohali
502,2016,2016-02-25,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Royal Challengers Bangalore,field,169,150,Sunrisers Hyderabad,wickets,2,Virat Kohli,Hyderabad
503,2016,2016-01-22,Royal Challengers Bangalore,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",Rajasthan Royals,bat,180,170,Royal Challengers Bangalore,wickets,4,AB de Villiers,Bangalore
504,2016,2016-01-30,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,184,175,Kolkata Knight Riders,wickets,2,Gautam Gambhir,Kolkata
505,2016,2016-01-26,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",Rajasthan Royals,field,186,152,Chennai Super Kings,runs,34,Sanju Samson,Chennai
506,2016,2016-05-15,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Delhi Capitals,field,191,166,Mumbai Indians,wickets,9,Shikhar Dhawan,Mumbai
507,2016,2016-04-29,Royal Challengers Bangalore,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",Mumbai Indians,field,205,149,Royal Challengers Bangalore,wickets,9,Hardik Pandya,Bangalore
508,2016,2016-02-23,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Royal Challengers Bangalore,field,199,166,Kolkata Knight Riders,wickets,8,AB de Villiers,Kolkata
509,2016,2016-02-29,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,field,156,153,Delhi Capitals,runs,3,Rishabh Pant,Delhi
510,2016,2016-02-26,Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,field,162,171,Sunrisers Hyderabad,runs,9,Rishabh Pant,Delhi
511,2016,2016-05-19,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,177,151,Sunrisers Hyderabad,wickets,7,Chris Gayle,Hyderabad
512,2016,2016-04-14,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,167,205,Punjab Kings,runs,38,KL Rahul,Jaipur
513,2016,2016-03-14,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,199,171,Mumbai Indians,wickets,3,Hardik Pandya,Mumbai
514,2016,2016-04-13,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,bat,168,165,Mumbai Indians,runs,3,Hardik Pandya,Mumbai
515,2016,2016-04-23,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,bat,179,142,Kolkata Knight Riders,wickets,1,Shreyas Iyer,Kolkata
516,2016,2016-04-17,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,bat,163,129,Sunrisers Hyderabad,wickets,4,Rishabh Pant,Hyderabad
517,2016,2016-04-15,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,175,175,Rajasthan Royals,runs,0,Jos Buttler,Hyderabad
518,2016,2016-01-23,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,159,194,Punjab Kings,runs,35,Chris Gayle,Chennai
519,2016,2016-01-20,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Punjab Kings,bat,145,133,Delhi Capitals,runs,12,Rishabh Pant,Delhi
520,2016,2016-05-11,Punjab Kings,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,bat,172,183,Sunrisers Hyderabad,runs,11,KL Rahul,Mohali
521,2016,2016-02-26,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,bat,198,153,Delhi Capitals,wickets,9,Rishabh Pant,Delhi
522,2016,2016-02-16,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,187,162,Chennai Super Kings,wickets,2,Jos Buttler,Chennai
523,2016,2016-05-30,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Royal Challengers Bangalore,field,164,180,Royal Challengers Bangalore,runs,16,Faf du Plessis,Hyderabad
524,2016,2016-05-29,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Punjab Kings,field,179,131,Mumbai Indians,runs,48,Quinton de Kock,Mumbai
525,2016,2016-03-27,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Mumbai Indians,field,194,190,Kolkata Knight Riders,runs,4,Ishan Kishan,Kolkata
526,2016,2016-03-30,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Mumbai Indians,field,156,170,Mumbai Indians,wickets,8,Rohit Sharma,Delhi
527,2016,2016-05-10,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,176,168,Kolkata Knight Riders,runs,8,Gautam Gambhir,Kolkata
528,2016,2016-05-23,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,158,149,Chennai Super Kings,wickets,2,Suresh Raina,Chennai
529,2016,2016-01-12,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,bat,167,186,Sunrisers Hyderabad,wickets,6,MS Dhoni,Chennai
530,2016,2016-02-18,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,field,177,155,Mumbai Indians,runs,22,Ishan Kishan,Mumbai
531,2016,2016-01-22,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,field,181,106,Rajasthan Royals,wickets,7,Sanju Samson,Jaipur
532,2016,2016-01-12,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,188,128,Chennai Super Kings,runs,60,Ruturaj Gaikwad,Chennai
533,2016,2016-04-22,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,161,140,Sunrisers Hyderabad,wickets,2,Shikhar Dhawan,Hyderabad
534,2016,2016-02-22,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,144,186,Punjab Kings,runs,42,Chris Gayle,Jaipur
535,2016,2016-05-14,Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,159,169,Sunrisers Hyderabad,wickets,1,Rishabh Pant,Delhi
536,2016,2016-01-19,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,167,172,Mumbai Indians,wickets,9,Ishan Kishan,Chennai
537,2016,2016-02-15,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,bat,169,137,Kolkata Knight Riders,wickets,9,Andre Russell,Kolkata
538,2016,2016-05-11,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Delhi Capitals,bat,185,153,Kolkata Knight Riders,runs,32,Rishabh Pant,Kolkata
539,2016,2016-01-16,Punjab Kings,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,139,154,Sunrisers Hyderabad,runs,15,KL Rahul,Mohali
540,2016,2016-03-29,Punjab Kings,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,bat,195,180,Punjab Kings,runs,15,Virat Kohli,Mohali
541,2017,2017-03-28,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chennai",Punjab Kings,field,161,156,Chennai Super Kings,wickets,6,Ruturaj Gaikwad,Chennai
542,2017,2017-03-17,Royal Challengers Bangalore,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",Delhi Capitals,field,162,204,Delhi Capitals,wickets,3,Virat Kohli,Bangalore
543,2017,2017-04-24,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,field,174,171,Kolkata Knight Riders,wickets,3,Gautam Gambhir,Kolkata
544,2017,2017-05-12,Punjab Kings,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,field,186,167,Punjab Kings,runs,19,AB de Villiers,Mohali
545,2017,2017-01-12,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,163,159,Delhi Capitals,runs,4,Jos Buttler,Delhi
546,2017,2017-05-18,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Mumbai Indians,field,166,162,Mumbai Indians,wickets,4,Rohit Sharma,Mumbai
547,2017,2017-03-14,Punjab Kings,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,181,164,Punjab Kings,wickets,4,Chris Gayle,Mohali
548,2017,2017-02-29,Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,181,161,Punjab Kings,wickets,9,Shikhar Dhawan,Mohali
549,2017,2017-05-28,Royal Challengers Bangalore,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,169,123,Royal Challengers Bangalore,runs,46,AB de Villiers,Bangalore
550,2017,2017-04-17,Royal Challengers Bangalore,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",Sunrisers Hyderabad,field,184,169,Royal Challengers Bangalore,runs,15,AB de Villiers,Bangalore
551,2017,2017-02-26,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai",Royal Challengers Bangalore,bat,185,105,Chennai Super Kings,runs,80,Ruturaj Gaikwad,Chennai
